Column,Label,Comment,Note,Target,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,hasPosition
SEQN,"Respondent sequence number","Respondent sequence number",," Both males and females 12 YEARS - 150 YEARS",,,,,,,,,,,
WTSAF2YR,"Fasting Subsample 2 Year MEC Weight","Fasting Subsample 2 Year MEC Weight",," Both males and females 12 YEARS - 150 YEARS",chear:Weight,,chebi:27007,,,,,,,,
LBXAPB,"Apolipoprotein (B) (mg/dL)","Apolipoprotein (B) (mg/dL)",," Both males and females 12 YEARS - 150 YEARS",,,chear:milligram_per_deciliter,,,,,,,,
LBDAPBSI,"Apolipoprotein (B) (g/L)","Apolipoprotein (B) (g/L)",," Both males and females 12 YEARS - 150 YEARS",,,obo:UO_0000175,,,,,,,,
