Column,Label,Comment,Note,Target,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,hasPosition
SEQN,"Respondent sequence number","Respondent sequence number.",," Females only 20 YEARS - 44 YEARS",,,,,,,,,,,
URXPREG ,"Pregnancy test result","Pregnancy test result",," Females only 20 YEARS - 44 YEARS",,,,,,,,,,,
