Column,Label,Comment,Note,Target,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,hasPosition
SEQN,"Respondent sequence number","Respondent sequence number.",," Both males and females 18 YEARS - 59 YEARS",,,,,,,,,,,
URXUTRI ,"Trichomonas, urine","Trichomonas, urine",," Both males and females 18 YEARS - 59 YEARS",,,uberon:0001088,,,,,,,,
