Column,Label,Comment,Note,Target,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,hasPosition
SEQN,"Respondent sequence number","Respondent sequence number",," Both males and females 14 YEARS - 17 YEARS",,,,,,,,,,,
LBXHE2  ,"Herpes Simplex Virus Type 2","Herpes Simplex Virus Type 2",," Both males and females 14 YEARS - 17 YEARS",,,,,,,,,,,
