Column,Variable,Label
OHX14LAP,99,"Cannot be assessed"
OHX14LAP,.,"Missing"
OHX14LAL,0 to 13,"Range of Values"
OHX14LAL,99,"Cannot be assessed"
OHX14LAL,.,"Missing"
OHX14LAA,0 to 11,"Range of Values"
OHX14LAA,99,"Cannot be assessed"
OHX14LAA,.,"Missing"
OHX15CJD,-8 to 3,"Range of Values"
OHX15CJD,99,"Cannot be assessed"
OHX15CJD,.,"Missing"
OHX15CJM,-7 to 2,"Range of Values"
OHX15CJM,99,"Cannot be assessed"
OHX15CJM,.,"Missing"
OHX15CJS,-6 to 3,"Range of Values"
OHX15CJS,99,"Cannot be assessed"
OHX15CJS,.,"Missing"
OHX15CJP,-12 to 3,"Range of Values"
OHX15CJP,99,"Cannot be assessed"
OHX15CJP,.,"Missing"
OHX15CJL,-12 to 2,"Range of Values"
OHX15CJL,99,"Cannot be assessed"
OHX15CJL,.,"Missing"
OHX15CJA,-11 to 3,"Range of Values"
OHX15CJA,99,"Cannot be assessed"
OHX15CJA,.,"Missing"
OHX15PCD,0 to 7,"Range of Values"
OHX15PCD,99,"Cannot be assessed"
OHX15PCD,.,"Missing"
OHX15PCM,0 to 6,"Range of Values"
OHX15PCM,99,"Cannot be assessed"
OHX15PCM,.,"Missing"
OHX15PCS,0 to 8,"Range of Values"
OHX15PCS,99,"Cannot be assessed"
OHX15PCS,.,"Missing"
OHX15PCP,0 to 11,"Range of Values"
OHX15PCP,99,"Cannot be assessed"
OHX15PCP,.,"Missing"
OHX15PCL,0 to 9,"Range of Values"
OHX15PCL,99,"Cannot be assessed"
OHX15PCL,.,"Missing"
OHX15PCA,0 to 8,"Range of Values"
OHX15PCA,99,"Cannot be assessed"
OHX15PCA,.,"Missing"
OHX15LAD,0 to 10,"Range of Values"
OHX15LAD,99,"Cannot be assessed"
OHX15LAD,.,"Missing"
OHX15LAM,0 to 10,"Range of Values"
OHX15LAM,99,"Cannot be assessed"
OHX15LAM,.,"Missing"
OHX15LAS,0 to 10,"Range of Values"
OHX15LAS,99,"Cannot be assessed"
OHX15LAS,.,"Missing"
OHX15LAP,0 to 12,"Range of Values"
OHX15LAP,99,"Cannot be assessed"
OHX15LAP,.,"Missing"
OHX15LAL,0 to 16,"Range of Values"
OHX15LAL,99,"Cannot be assessed"
OHX15LAL,.,"Missing"
OHX15LAA,0 to 14,"Range of Values"
OHX15LAA,99,"Cannot be assessed"
OHX15LAA,.,"Missing"
OHX18CJD,-10 to 3,"Range of Values"
OHX18CJD,99,"Cannot be assessed"
OHX18CJD,.,"Missing"
OHX18CJM,-10 to 2,"Range of Values"
OHX18CJM,99,"Cannot be assessed"
OHX18CJM,.,"Missing"
OHX18CJS,-8 to 3,"Range of Values"
OHX18CJS,99,"Cannot be assessed"
OHX18CJS,.,"Missing"
OHX18CJP,-8 to 3,"Range of Values"
OHX18CJP,99,"Cannot be assessed"
OHX18CJP,.,"Missing"
OHX18CJL,-6 to 2,"Range of Values"
OHX18CJL,99,"Cannot be assessed"
OHX18CJL,.,"Missing"
OHX18CJA,-6 to 3,"Range of Values"
OHX18CJA,99,"Cannot be assessed"
OHX18CJA,.,"Missing"
OHX18PCD,0 to 8,"Range of Values"
OHX18PCD,99,"Cannot be assessed"
OHX18PCD,.,"Missing"
OHX18PCM,0 to 6,"Range of Values"
OHX18PCM,99,"Cannot be assessed"
OHX18PCM,.,"Missing"
OHX18PCS,0 to 9,"Range of Values"
OHX18PCS,99,"Cannot be assessed"
OHX18PCS,.,"Missing"
OHX18PCP,0 to 8,"Range of Values"
OHX18PCP,99,"Cannot be assessed"
OHX18PCP,.,"Missing"
OHX18PCL,0 to 7,"Range of Values"
OHX18PCL,99,"Cannot be assessed"
OHX18PCL,.,"Missing"
OHX18PCA,0 to 7,"Range of Values"
OHX18PCA,99,"Cannot be assessed"
OHX18PCA,.,"Missing"
OHX18LAD,0 to 11,"Range of Values"
OHX18LAD,99,"Cannot be assessed"
OHX18LAD,.,"Missing"
OHX18LAM,0 to 12,"Range of Values"
OHX18LAM,99,"Cannot be assessed"
OHX18LAM,.,"Missing"
OHX18LAS,0 to 10,"Range of Values"
OHX18LAS,99,"Cannot be assessed"
OHX18LAS,.,"Missing"
OHX18LAP,0 to 10,"Range of Values"
OHX18LAP,99,"Cannot be assessed"
OHX18LAP,.,"Missing"
OHX18LAL,0 to 8,"Range of Values"
OHX18LAL,99,"Cannot be assessed"
OHX18LAL,.,"Missing"
OHX18LAA,0 to 9,"Range of Values"
OHX18LAA,99,"Cannot be assessed"
OHX18LAA,.,"Missing"
OHX19CJD,-7 to 3,"Range of Values"
OHX19CJD,99,"Cannot be assessed"
OHX19CJD,.,"Missing"
OHX19CJM,-5 to 1,"Range of Values"
OHX19CJM,99,"Cannot be assessed"
OHX19CJM,.,"Missing"
OHX19CJS,-8 to 3,"Range of Values"
OHX19CJS,99,"Cannot be assessed"
OHX19CJS,.,"Missing"
OHX19CJP,-7 to 3,"Range of Values"
OHX19CJP,99,"Cannot be assessed"
OHX19CJP,.,"Missing"
OHX19CJL,-6 to 2,"Range of Values"
OHX19CJL,99,"Cannot be assessed"
OHX19CJL,.,"Missing"
OHX19CJA,-7 to 3,"Range of Values"
OHX19CJA,99,"Cannot be assessed"
OHX19CJA,.,"Missing"
OHX19PCD,0 to 11,"Range of Values"
OHX19PCD,99,"Cannot be assessed"
OHX19PCD,.,"Missing"
OHX19PCM,0 to 7,"Range of Values"
OHX19PCM,99,"Cannot be assessed"
OHX19PCM,.,"Missing"
OHX19PCS,0 to 7,"Range of Values"
OHX19PCS,99,"Cannot be assessed"
OHX19PCS,.,"Missing"
OHX19PCP,0 to 11,"Range of Values"
OHX19PCP,99,"Cannot be assessed"
OHX19PCP,.,"Missing"
OHX19PCL,0 to 8,"Range of Values"
OHX19PCL,99,"Cannot be assessed"
OHX19PCL,.,"Missing"
OHX19PCA,0 to 9,"Range of Values"
OHX19PCA,99,"Cannot be assessed"
OHX19PCA,.,"Missing"
OHX19LAD,0 to 13,"Range of Values"
OHX19LAD,99,"Cannot be assessed"
OHX19LAD,.,"Missing"
OHX19LAM,0 to 9,"Range of Values"
OHX19LAM,99,"Cannot be assessed"
OHX19LAM,.,"Missing"
OHX19LAS,0 to 8,"Range of Values"
OHX19LAS,99,"Cannot be assessed"
OHX19LAS,.,"Missing"
OHX19LAP,0 to 13,"Range of Values"
OHX19LAP,99,"Cannot be assessed"
OHX19LAP,.,"Missing"
OHX19LAL,0 to 11,"Range of Values"
OHX19LAL,99,"Cannot be assessed"
OHX19LAL,.,"Missing"
OHX19LAA,0 to 11,"Range of Values"
OHX19LAA,99,"Cannot be assessed"
OHX19LAA,.,"Missing"
OHX20CJD,-8 to 3,"Range of Values"
OHX20CJD,99,"Cannot be assessed"
OHX20CJD,.,"Missing"
OHX20CJM,-8 to 1,"Range of Values"
OHX20CJM,99,"Cannot be assessed"
OHX20CJM,.,"Missing"
OHX20CJS,-8 to 2,"Range of Values"
OHX20CJS,99,"Cannot be assessed"
OHX20CJS,.,"Missing"
OHX20CJP,-8 to 5,"Range of Values"
OHX20CJP,99,"Cannot be assessed"
OHX20CJP,.,"Missing"
OHX20CJL,-7 to 2,"Range of Values"
OHX20CJL,99,"Cannot be assessed"
OHX20CJL,.,"Missing"
OHX20CJA,-6 to 3,"Range of Values"
OHX20CJA,99,"Cannot be assessed"
OHX20CJA,.,"Missing"
OHX20PCD,0 to 7,"Range of Values"
OHX20PCD,99,"Cannot be assessed"
OHX20PCD,.,"Missing"
OHX20PCM,0 to 7,"Range of Values"
OHX20PCM,99,"Cannot be assessed"
OHX20PCM,.,"Missing"
OHX20PCS,0 to 8,"Range of Values"
OHX20PCS,99,"Cannot be assessed"
OHX20PCS,.,"Missing"
OHX20PCP,0 to 8,"Range of Values"
OHX20PCP,99,"Cannot be assessed"
OHX20PCP,.,"Missing"
OHX20PCL,0 to 7,"Range of Values"
OHX20PCL,99,"Cannot be assessed"
OHX20PCL,.,"Missing"
OHX20PCA,0 to 8,"Range of Values"
OHX20PCA,99,"Cannot be assessed"
OHX20PCA,.,"Missing"
OHX20LAD,0 to 11,"Range of Values"
OHX20LAD,99,"Cannot be assessed"
OHX20LAD,.,"Missing"
OHX20LAM,0 to 11,"Range of Values"
OHX20LAM,99,"Cannot be assessed"
OHX20LAM,.,"Missing"
OHX20LAS,0 to 12,"Range of Values"
OHX20LAS,99,"Cannot be assessed"
OHX20LAS,.,"Missing"
OHX20LAP,0 to 10,"Range of Values"
OHX20LAP,99,"Cannot be assessed"
OHX20LAP,.,"Missing"
OHX20LAL,0 to 10,"Range of Values"
OHX20LAL,99,"Cannot be assessed"
OHX20LAL,.,"Missing"
OHX20LAA,0 to 11,"Range of Values"
OHX20LAA,99,"Cannot be assessed"
OHX20LAA,.,"Missing"
OHX21CJD,-6 to 2,"Range of Values"
OHX21CJD,99,"Cannot be assessed"
OHX21CJD,.,"Missing"
OHX21CJM,-6 to 2,"Range of Values"
OHX21CJM,99,"Cannot be assessed"
OHX21CJM,.,"Missing"
OHX21CJS,-7 to 2,"Range of Values"
OHX21CJS,99,"Cannot be assessed"
OHX21CJS,.,"Missing"
OHX21CJP,-6 to 3,"Range of Values"
OHX21CJP,99,"Cannot be assessed"
OHX21CJP,.,"Missing"
OHX21CJL,-7 to 3,"Range of Values"
OHX21CJL,99,"Cannot be assessed"
OHX21CJL,.,"Missing"
OHX21CJA,-6 to 3,"Range of Values"
OHX21CJA,99,"Cannot be assessed"
OHX21CJA,.,"Missing"
OHX21PCD,0 to 7,"Range of Values"
OHX21PCD,99,"Cannot be assessed"
OHX21PCD,.,"Missing"
OHX21PCM,0 to 5,"Range of Values"
OHX21PCM,99,"Cannot be assessed"
OHX21PCM,.,"Missing"
OHX21PCS,0 to 7,"Range of Values"
OHX21PCS,99,"Cannot be assessed"
OHX21PCS,.,"Missing"
OHX21PCP,0 to 8,"Range of Values"
OHX21PCP,99,"Cannot be assessed"
OHX21PCP,.,"Missing"
OHX21PCL,0 to 8,"Range of Values"
OHX21PCL,99,"Cannot be assessed"
OHX21PCL,.,"Missing"
OHX21PCA,0 to 9,"Range of Values"
OHX21PCA,99,"Cannot be assessed"
OHX21PCA,.,"Missing"
OHX21LAD,0 to 11,"Range of Values"
OHX21LAD,99,"Cannot be assessed"
OHX21LAD,.,"Missing"
OHX21LAM,0 to 9,"Range of Values"
OHX21LAM,99,"Cannot be assessed"
OHX21LAM,.,"Missing"
OHX21LAS,0 to 10,"Range of Values"
OHX21LAS,99,"Cannot be assessed"
OHX21LAS,.,"Missing"
OHX21LAP,0 to 9,"Range of Values"
OHX21LAP,99,"Cannot be assessed"
OHX21LAP,.,"Missing"
OHX21LAL,0 to 10,"Range of Values"
OHX21LAL,99,"Cannot be assessed"
OHX21LAL,.,"Missing"
OHX21LAA,0 to 9,"Range of Values"
OHX21LAA,99,"Cannot be assessed"
OHX21LAA,.,"Missing"
OHX22CJD,-5 to 2,"Range of Values"
OHX22CJD,99,"Cannot be assessed"
OHX22CJD,.,"Missing"
OHX22CJM,-7 to 1,"Range of Values"
OHX22CJM,99,"Cannot be assessed"
OHX22CJM,.,"Missing"
OHX22CJS,-8 to 3,"Range of Values"
OHX22CJS,99,"Cannot be assessed"
OHX22CJS,.,"Missing"
OHX22CJP,-7 to 3,"Range of Values"
OHX22CJP,99,"Cannot be assessed"
OHX22CJP,.,"Missing"
OHX22CJL,-7 to 2,"Range of Values"
OHX22CJL,99,"Cannot be assessed"
OHX22CJL,.,"Missing"
OHX22CJA,-8 to 2,"Range of Values"
OHX22CJA,99,"Cannot be assessed"
OHX22CJA,.,"Missing"
OHX22PCD,0 to 12,"Range of Values"
OHX22PCD,99,"Cannot be assessed"
OHX22PCD,.,"Missing"
OHX22PCM,0 to 6,"Range of Values"
OHX22PCM,99,"Cannot be assessed"
OHX22PCM,.,"Missing"
OHX22PCS,0 to 7,"Range of Values"
OHX22PCS,99,"Cannot be assessed"
OHX22PCS,.,"Missing"
OHX22PCP,0 to 7,"Range of Values"
OHX22PCP,99,"Cannot be assessed"
OHX22PCP,.,"Missing"
OHX22PCL,0 to 6,"Range of Values"
OHX22PCL,99,"Cannot be assessed"
OHX22PCL,.,"Missing"
OHX22PCA,0 to 6,"Range of Values"
OHX22PCA,99,"Cannot be assessed"
OHX22PCA,.,"Missing"
OHX22LAD,0 to 12,"Range of Values"
OHX22LAD,99,"Cannot be assessed"
OHX22LAD,.,"Missing"
OHX22LAM,0 to 8,"Range of Values"
OHX22LAM,99,"Cannot be assessed"
OHX22LAM,.,"Missing"
OHX22LAS,0 to 11,"Range of Values"
OHX22LAS,99,"Cannot be assessed"
OHX22LAS,.,"Missing"
OHX22LAP,0 to 9,"Range of Values"
OHX22LAP,99,"Cannot be assessed"
OHX22LAP,.,"Missing"
OHX22LAL,0 to 10,"Range of Values"
OHX22LAL,99,"Cannot be assessed"
OHX22LAL,.,"Missing"
OHX22LAA,0 to 11,"Range of Values"
OHX22LAA,99,"Cannot be assessed"
OHX22LAA,.,"Missing"
OHX23CJD,-6 to 3,"Range of Values"
OHX23CJD,99,"Cannot be assessed"
OHX23CJD,.,"Missing"
OHX23CJM,-7 to 3,"Range of Values"
OHX23CJM,99,"Cannot be assessed"
OHX23CJM,.,"Missing"
OHX23CJS,-8 to 3,"Range of Values"
OHX23CJS,99,"Cannot be assessed"
OHX23CJS,.,"Missing"
OHX23CJP,-6 to 3,"Range of Values"
OHX23CJP,99,"Cannot be assessed"
OHX23CJP,.,"Missing"
OHX23CJL,-8 to 2,"Range of Values"
OHX23CJL,99,"Cannot be assessed"
OHX23CJL,.,"Missing"
OHX23CJA,-8 to 2,"Range of Values"
OHX23CJA,99,"Cannot be assessed"
OHX23CJA,.,"Missing"
OHX23PCD,0 to 8,"Range of Values"
OHX23PCD,99,"Cannot be assessed"
OHX23PCD,.,"Missing"
OHX23PCM,0 to 6,"Range of Values"
OHX23PCM,99,"Cannot be assessed"
OHX23PCM,.,"Missing"
OHX23PCS,0 to 5,"Range of Values"
OHX23PCS,99,"Cannot be assessed"
OHX23PCS,.,"Missing"
OHX23PCP,0 to 6,"Range of Values"
OHX23PCP,99,"Cannot be assessed"
OHX23PCP,.,"Missing"
OHX23PCL,0 to 5,"Range of Values"
OHX23PCL,99,"Cannot be assessed"
OHX23PCL,.,"Missing"
OHX23PCA,0 to 5,"Range of Values"
OHX23PCA,99,"Cannot be assessed"
OHX23PCA,.,"Missing"
OHX23LAD,0 to 11,"Range of Values"
OHX23LAD,99,"Cannot be assessed"
OHX23LAD,.,"Missing"
OHX23LAM,0 to 9,"Range of Values"
OHX23LAM,99,"Cannot be assessed"
OHX23LAM,.,"Missing"
OHX23LAS,0 to 10,"Range of Values"
OHX23LAS,99,"Cannot be assessed"
OHX23LAS,.,"Missing"
OHX23LAP,0 to 9,"Range of Values"
OHX23LAP,99,"Cannot be assessed"
OHX23LAP,.,"Missing"
OHX23LAL,0 to 10,"Range of Values"
OHX23LAL,99,"Cannot be assessed"
OHX23LAL,.,"Missing"
OHX23LAA,0 to 10,"Range of Values"
OHX23LAA,99,"Cannot be assessed"
OHX23LAA,.,"Missing"
OHX24CJD,-6 to 3,"Range of Values"
OHX24CJD,99,"Cannot be assessed"
OHX24CJD,.,"Missing"
OHX24CJM,-8 to 3,"Range of Values"
OHX24CJM,99,"Cannot be assessed"
OHX24CJM,.,"Missing"
OHX24CJS,-6 to 3,"Range of Values"
OHX24CJS,99,"Cannot be assessed"
OHX24CJS,.,"Missing"
OHX24CJP,-6 to 2,"Range of Values"
OHX24CJP,99,"Cannot be assessed"
OHX24CJP,.,"Missing"
OHX24CJL,-7 to 2,"Range of Values"
OHX24CJL,99,"Cannot be assessed"
OHX24CJL,.,"Missing"
OHX24CJA,-6 to 2,"Range of Values"
OHX24CJA,99,"Cannot be assessed"
OHX24CJA,.,"Missing"
OHX24PCD,0 to 6,"Range of Values"
OHX24PCD,99,"Cannot be assessed"
OHX24PCD,.,"Missing"
OHX24PCM,0 to 5,"Range of Values"
OHX24PCM,99,"Cannot be assessed"
OHX24PCM,.,"Missing"
OHX24PCS,0 to 6,"Range of Values"
OHX24PCS,99,"Cannot be assessed"
OHX24PCS,.,"Missing"
OHX24PCP,0 to 4,"Range of Values"
OHX24PCP,99,"Cannot be assessed"
OHX24PCP,.,"Missing"
OHX24PCL,0 to 4,"Range of Values"
OHX24PCL,99,"Cannot be assessed"
OHX24PCL,.,"Missing"
OHX24PCA,0 to 5,"Range of Values"
OHX24PCA,99,"Cannot be assessed"
OHX24PCA,.,"Missing"
OHX24LAD,0 to 10,"Range of Values"
OHX24LAD,99,"Cannot be assessed"
OHX24LAD,.,"Missing"
OHX24LAM,0 to 10,"Range of Values"
OHX24LAM,99,"Cannot be assessed"
OHX24LAM,.,"Missing"
OHX24LAS,0 to 11,"Range of Values"
OHX24LAS,99,"Cannot be assessed"
OHX24LAS,.,"Missing"
OHX24LAP,0 to 9,"Range of Values"
OHX24LAP,99,"Cannot be assessed"
OHX24LAP,.,"Missing"
OHX24LAL,0 to 8,"Range of Values"
OHX24LAL,99,"Cannot be assessed"
OHX24LAL,.,"Missing"
OHX24LAA,0 to 9,"Range of Values"
OHX24LAA,99,"Cannot be assessed"
OHX24LAA,.,"Missing"
OHX25CJD,-7 to 3,"Range of Values"
OHX25CJD,99,"Cannot be assessed"
OHX25CJD,.,"Missing"
OHX25CJM,-8 to 3,"Range of Values"
OHX25CJM,99,"Cannot be assessed"
OHX25CJM,.,"Missing"
OHX25CJS,-6 to 3,"Range of Values"
OHX25CJS,99,"Cannot be assessed"
OHX25CJS,.,"Missing"
OHX25CJP,-7 to 3,"Range of Values"
OHX25CJP,99,"Cannot be assessed"
OHX25CJP,.,"Missing"
OHX25CJL,-7 to 2,"Range of Values"
OHX25CJL,99,"Cannot be assessed"
OHX25CJL,.,"Missing"
OHX25CJA,-7 to 2,"Range of Values"
OHX25CJA,99,"Cannot be assessed"
OHX25CJA,.,"Missing"
OHX25PCD,0 to 8,"Range of Values"
OHX25PCD,99,"Cannot be assessed"
OHX25PCD,.,"Missing"
OHX25PCM,0 to 6,"Range of Values"
OHX25PCM,99,"Cannot be assessed"
OHX25PCM,.,"Missing"
OHX25PCS,0 to 7,"Range of Values"
OHX25PCS,99,"Cannot be assessed"
OHX25PCS,.,"Missing"
OHX25PCP,0 to 5,"Range of Values"
OHX25PCP,99,"Cannot be assessed"
OHX25PCP,.,"Missing"
OHX25PCL,0 to 5,"Range of Values"
OHX25PCL,99,"Cannot be assessed"
OHX25PCL,.,"Missing"
OHX25PCA,0 to 6,"Range of Values"
OHX25PCA,99,"Cannot be assessed"
OHX25PCA,.,"Missing"
OHX25LAD,0 to 9,"Range of Values"
OHX25LAD,99,"Cannot be assessed"
OHX25LAD,.,"Missing"
OHX25LAM,0 to 9,"Range of Values"
OHX25LAM,99,"Cannot be assessed"
OHX25LAM,.,"Missing"
OHX25LAS,0 to 10,"Range of Values"
OHX25LAS,99,"Cannot be assessed"
OHX25LAS,.,"Missing"
OHX25LAP,0 to 9,"Range of Values"
OHX25LAP,99,"Cannot be assessed"
OHX25LAP,.,"Missing"
OHX25LAL,0 to 9,"Range of Values"
OHX25LAL,99,"Cannot be assessed"
OHX25LAL,.,"Missing"
OHX25LAA,0 to 11,"Range of Values"
OHX25LAA,99,"Cannot be assessed"
OHX25LAA,.,"Missing"
OHX26CJD,-6 to 3,"Range of Values"
OHX26CJD,99,"Cannot be assessed"
OHX26CJD,.,"Missing"
OHX26CJM,-7 to 2,"Range of Values"
OHX26CJM,99,"Cannot be assessed"
OHX26CJM,.,"Missing"
OHX26CJS,-8 to 3,"Range of Values"
OHX26CJS,99,"Cannot be assessed"
OHX26CJS,.,"Missing"
OHX26CJP,-6 to 3,"Range of Values"
OHX26CJP,99,"Cannot be assessed"
OHX26CJP,.,"Missing"
OHX26CJL,-6 to 2,"Range of Values"
OHX26CJL,99,"Cannot be assessed"
OHX26CJL,.,"Missing"
OHX26CJA,-10 to 3,"Range of Values"
OHX26CJA,99,"Cannot be assessed"
OHX26CJA,.,"Missing"
OHX26PCD,0 to 8,"Range of Values"
OHX26PCD,99,"Cannot be assessed"
OHX26PCD,.,"Missing"
OHX26PCM,0 to 5,"Range of Values"
OHX26PCM,99,"Cannot be assessed"
OHX26PCM,.,"Missing"
OHX26PCS,0 to 8,"Range of Values"
OHX26PCS,99,"Cannot be assessed"
OHX26PCS,.,"Missing"
OHX26PCP,0 to 6,"Range of Values"
OHX26PCP,99,"Cannot be assessed"
OHX26PCP,.,"Missing"
OHX26PCL,0 to 5,"Range of Values"
OHX26PCL,99,"Cannot be assessed"
OHX26PCL,.,"Missing"
OHX26PCA,0 to 7,"Range of Values"
OHX26PCA,99,"Cannot be assessed"
OHX26PCA,.,"Missing"
OHX26LAD,0 to 11,"Range of Values"
OHX26LAD,99,"Cannot be assessed"
OHX26LAD,.,"Missing"
OHX26LAM,0 to 9,"Range of Values"
OHX26LAM,99,"Cannot be assessed"
OHX26LAM,.,"Missing"
OHX26LAS,0 to 11,"Range of Values"
OHX26LAS,99,"Cannot be assessed"
OHX26LAS,.,"Missing"
OHX26LAP,0 to 9,"Range of Values"
OHX26LAP,99,"Cannot be assessed"
OHX26LAP,.,"Missing"
OHX26LAL,0 to 8,"Range of Values"
OHX26LAL,99,"Cannot be assessed"
OHX26LAL,.,"Missing"
OHX26LAA,0 to 11,"Range of Values"
OHX26LAA,99,"Cannot be assessed"
OHX26LAA,.,"Missing"
OHX27CJD,-7 to 3,"Range of Values"
OHX27CJD,99,"Cannot be assessed"
OHX27CJD,.,"Missing"
OHX27CJM,-8 to 2,"Range of Values"
OHX27CJM,99,"Cannot be assessed"
OHX27CJM,.,"Missing"
OHX27CJS,-8 to 3,"Range of Values"
OHX27CJS,99,"Cannot be assessed"
OHX27CJS,.,"Missing"
OHX27CJP,-7 to 3,"Range of Values"
OHX27CJP,99,"Cannot be assessed"
OHX27CJP,.,"Missing"
OHX27CJL,-8 to 3,"Range of Values"
OHX27CJL,99,"Cannot be assessed"
OHX27CJL,.,"Missing"
OHX27CJA,-8 to 3,"Range of Values"
OHX27CJA,99,"Cannot be assessed"
OHX27CJA,.,"Missing"
OHX27PCD,0 to 12,"Range of Values"
OHX27PCD,99,"Cannot be assessed"
OHX27PCD,.,"Missing"
OHX27PCM,0 to 8,"Range of Values"
OHX27PCM,99,"Cannot be assessed"
OHX27PCM,.,"Missing"
OHX27PCS,0 to 8,"Range of Values"
OHX27PCS,99,"Cannot be assessed"
OHX27PCS,.,"Missing"
OHX27PCP,0 to 8,"Range of Values"
OHX27PCP,99,"Cannot be assessed"
OHX27PCP,.,"Missing"
OHX27PCL,0 to 7,"Range of Values"
OHX27PCL,99,"Cannot be assessed"
OHX27PCL,.,"Missing"
OHX27PCA,0 to 6,"Range of Values"
OHX27PCA,99,"Cannot be assessed"
OHX27PCA,.,"Missing"
OHX27LAD,0 to 13,"Range of Values"
OHX27LAD,99,"Cannot be assessed"
OHX27LAD,.,"Missing"
OHX27LAM,0 to 10,"Range of Values"
OHX27LAM,99,"Cannot be assessed"
OHX27LAM,.,"Missing"
OHX27LAS,0 to 11,"Range of Values"
OHX27LAS,99,"Cannot be assessed"
OHX27LAS,.,"Missing"
OHX27LAP,0 to 9,"Range of Values"
OHX27LAP,99,"Cannot be assessed"
OHX27LAP,.,"Missing"
OHX27LAL,0 to 11,"Range of Values"
OHX27LAL,99,"Cannot be assessed"
OHX27LAL,.,"Missing"
OHX27LAA,0 to 10,"Range of Values"
OHX27LAA,99,"Cannot be assessed"
OHX27LAA,.,"Missing"
OHX28CJD,-6 to 3,"Range of Values"
OHX28CJD,99,"Cannot be assessed"
OHX28CJD,.,"Missing"
OHX28CJM,-7 to 1,"Range of Values"
OHX28CJM,99,"Cannot be assessed"
OHX28CJM,.,"Missing"
OHX28CJS,-6 to 2,"Range of Values"
OHX28CJS,99,"Cannot be assessed"
OHX28CJS,.,"Missing"
OHX28CJP,-8 to 3,"Range of Values"
OHX28CJP,99,"Cannot be assessed"
OHX28CJP,.,"Missing"
OHX28CJL,-7 to 3,"Range of Values"
OHX28CJL,99,"Cannot be assessed"
OHX28CJL,.,"Missing"
OHX28CJA,-6 to 2,"Range of Values"
OHX28CJA,99,"Cannot be assessed"
OHX28CJA,.,"Missing"
OHX28PCD,0 to 8,"Range of Values"
OHX28PCD,99,"Cannot be assessed"
OHX28PCD,.,"Missing"
OHX28PCM,0 to 5,"Range of Values"
OHX28PCM,99,"Cannot be assessed"
OHX28PCM,.,"Missing"
OHX28PCS,0 to 10,"Range of Values"
OHX28PCS,99,"Cannot be assessed"
OHX28PCS,.,"Missing"
OHX28PCP,0 to 7,"Range of Values"
OHX28PCP,99,"Cannot be assessed"
OHX28PCP,.,"Missing"
OHX28PCL,0 to 6,"Range of Values"
OHX28PCL,99,"Cannot be assessed"
OHX28PCL,.,"Missing"
OHX28PCA,0 to 8,"Range of Values"
OHX28PCA,99,"Cannot be assessed"
OHX28PCA,.,"Missing"
OHX28LAD,0 to 9,"Range of Values"
OHX28LAD,99,"Cannot be assessed"
OHX28LAD,.,"Missing"
OHX28LAM,0 to 10,"Range of Values"
OHX28LAM,99,"Cannot be assessed"
OHX28LAM,.,"Missing"
OHX28LAS,0 to 10,"Range of Values"
OHX28LAS,99,"Cannot be assessed"
OHX28LAS,.,"Missing"
OHX28LAP,0 to 10,"Range of Values"
OHX28LAP,99,"Cannot be assessed"
OHX28LAP,.,"Missing"
OHX28LAL,0 to 10,"Range of Values"
OHX28LAL,99,"Cannot be assessed"
OHX28LAL,.,"Missing"
OHX28LAA,0 to 10,"Range of Values"
OHX28LAA,99,"Cannot be assessed"
OHX28LAA,.,"Missing"
OHX29CJD,-5 to 3,"Range of Values"
OHX29CJD,99,"Cannot be assessed"
OHX29CJD,.,"Missing"
OHX29CJM,-6 to 1,"Range of Values"
OHX29CJM,99,"Cannot be assessed"
OHX29CJM,.,"Missing"
OHX29CJS,-6 to 2,"Range of Values"
OHX29CJS,99,"Cannot be assessed"
OHX29CJS,.,"Missing"
OHX29CJP,-6 to 3,"Range of Values"
OHX29CJP,99,"Cannot be assessed"
OHX29CJP,.,"Missing"
OHX29CJL,-8 to 2,"Range of Values"
OHX29CJL,99,"Cannot be assessed"
OHX29CJL,.,"Missing"
OHX29CJA,-6 to 3,"Range of Values"
OHX29CJA,99,"Cannot be assessed"
OHX29CJA,.,"Missing"
OHX29PCD,0 to 8,"Range of Values"
OHX29PCD,99,"Cannot be assessed"
OHX29PCD,.,"Missing"
OHX29PCM,0 to 6,"Range of Values"
OHX29PCM,99,"Cannot be assessed"
OHX29PCM,.,"Missing"
OHX29PCS,0 to 7,"Range of Values"
OHX29PCS,99,"Cannot be assessed"
OHX29PCS,.,"Missing"
OHX29PCP,0 to 7,"Range of Values"
OHX29PCP,99,"Cannot be assessed"
OHX29PCP,.,"Missing"
OHX29PCL,0 to 8,"Range of Values"
OHX29PCL,99,"Cannot be assessed"
OHX29PCL,.,"Missing"
OHX29PCA,0 to 6,"Range of Values"
OHX29PCA,99,"Cannot be assessed"
OHX29PCA,.,"Missing"
OHX29LAD,0 to 8,"Range of Values"
OHX29LAD,99,"Cannot be assessed"
OHX29LAD,.,"Missing"
OHX29LAM,0 to 9,"Range of Values"
OHX29LAM,99,"Cannot be assessed"
OHX29LAM,.,"Missing"
OHX29LAS,0 to 11,"Range of Values"
OHX29LAS,99,"Cannot be assessed"
OHX29LAS,.,"Missing"
OHX29LAP,0 to 9,"Range of Values"
OHX29LAP,99,"Cannot be assessed"
OHX29LAP,.,"Missing"
OHX29LAL,0 to 9,"Range of Values"
OHX29LAL,99,"Cannot be assessed"
OHX29LAL,.,"Missing"
