Column,Variable,Label
WTSAF2YR,12937.987305 to 395978.46579,"Range of Values"
WTSAF2YR,0,"No Lab Result"
WTSAF2YR,.,"Missing"
LBXTR,13 to 4233,"Range of Values"
LBXTR,.,"Missing"
LBDTRSI,0.147 to 47.791,"Range of Values"
LBDTRSI,.,"Missing"
LBDLDL,14 to 375,"Range of Values"
LBDLDL,.,"Missing"
LBDLDLSI,0.362 to 9.698,"Range of Values"
LBDLDLSI,.,"Missing"
