Column,Variable,Label
WTSAF2YR,12937.987305 to 395978.46579,"Range of Values"
WTSAF2YR,0,"No Lab Result"
WTSAF2YR,.,"Missing"
LBXAPB,20 to 234,"Range of Values"
LBXAPB,.,"Missing"
LBDAPBSI,0.2 to 2.34,"Range of Values"
LBDAPBSI,.,"Missing"
