Column,Variable,Label
URXVOL1,0 to 552,"Range of Values"
URXVOL1,.,"Missing"
URDFLOW1,0 to 26,"Range of Values"
URDFLOW1,.,"Missing"
URXVOL2,0 to 452,"Range of Values"
URXVOL2,.,"Missing"
URDFLOW2,0 to 76.667,"Range of Values"
URDFLOW2,.,"Missing"
URXVOL3,4 to 383,"Range of Values"
URXVOL3,.,"Missing"
URDFLOW3,0.042 to 10.923,"Range of Values"
URDFLOW3,.,"Missing"
