Column,Variable,Label
URXUMA,0.21 to 9600,"Range of Values"
URXUMA,.,"Missing"
URXUMS,0.21 to 9600,"Range of Values"
URXUMS,.,"Missing"
URXUCR,5 to 659,"Range of Values"
URXUCR,.,"Missing"
URXCRS,442 to 58255.6,"Range of Values"
URXCRS,.,"Missing"
URDACT,0.21 to 9000,"Range of Values"
URDACT,.,"Missing"
