Column,Variable,Label
WTSAF2YR,12937.987305 to 395978.46579,"Range of Values"
WTSAF2YR,0,"No Lab Result"
WTSAF2YR,.,"Missing"
LBXIN,0.14 to 682.48,"Range of Values"
LBXIN,.,"Missing"
LBDINSI,0.84 to 4094.88,"Range of Values"
LBDINSI,.,"Missing"
PHAFSTHR,0 to 34,"Range of Values"
PHAFSTHR,.,"Missing"
PHAFSTMN,0 to 59,"Range of Values"
PHAFSTMN,.,"Missing"
