Column,Variable,Label
DR1HELPD,11,"Child care provider, Caretaker"
DR1HELPD,12,"Other Relative"
DR1HELPD,13,"No one"
DR1HELPD,14,"Other specify"
DR1HELPD,77,"Refused"
DR1HELPD,99,"Don't know"
DR1HELPD,.,"Missing"
DS1DSCNT,0 to 20,"Range of Values"
DS1DSCNT,.,"Missing"
DS1DS,1,"Yes"
DS1DS,2,"No"
DS1DS,7,"Refused"
DS1DS,9,"Don't know"
DS1DS,.,"Missing"
DS1ANCNT,0 to 2,"Range of Values"
DS1ANCNT,.,"Missing"
DS1AN,1,"Yes"
DS1AN,2,"No"
DS1AN,7,"Refused"
DS1AN,9,"Don't know"
DS1AN,.,"Missing"
DS1TKCAL,1 to 675,"Range of Values"
DS1TKCAL,.,"Missing"
DS1TPROT,0.02 to 76,"Range of Values"
DS1TPROT,.,"Missing"
DS1TCARB,0.1 to 77,"Range of Values"
DS1TCARB,.,"Missing"
DS1TSUGR,0.25 to 30,"Range of Values"
DS1TSUGR,.,"Missing"
DS1TFIBE,0.2 to 18,"Range of Values"
DS1TFIBE,.,"Missing"
DS1TTFAT,0.02 to 36,"Range of Values"
DS1TTFAT,.,"Missing"
DS1TSFAT,0.093 to 9,"Range of Values"
DS1TSFAT,.,"Missing"
DS1TMFAT,0.0003 to 9,"Range of Values"
DS1TMFAT,.,"Missing"
DS1TPFAT,0.25 to 18,"Range of Values"
DS1TPFAT,.,"Missing"
DS1TCHOL,1 to 135,"Range of Values"
DS1TCHOL,.,"Missing"
DS1TLYCO,33 to 13000,"Range of Values"
DS1TLYCO,.,"Missing"
DS1TLZ,33 to 40000,"Range of Values"
DS1TLZ,.,"Missing"
DS1TVB1,0.005 to 1500,"Range of Values"
DS1TVB1,.,"Missing"
DS1TVB2,0.002 to 225,"Range of Values"
DS1TVB2,.,"Missing"
DS1TNIAC,0.303 to 1500,"Range of Values"
DS1TNIAC,.,"Missing"
DS1TVB6,0.003 to 10010,"Range of Values"
DS1TVB6,.,"Missing"
DS1TVB12,0.08 to 10006.7,"Range of Values"
DS1TVB12,.,"Missing"
DS1TFA,5 to 20400,"Range of Values"
DS1TFA,.,"Missing"
DS1TFDFE,9 to 34680,"Range of Values"
DS1TFDFE,.,"Missing"
DS1TCHL,0.003 to 750,"Range of Values"
DS1TCHL,.,"Missing"
DS1TVC,1.2 to 6000,"Range of Values"
DS1TVC,.,"Missing"
DS1TVK,5 to 45000,"Range of Values"
DS1TVK,.,"Missing"
DS1TVD,0.03 to 1275,"Range of Values"
DS1TVD,.,"Missing"
DS1TCALC,4 to 4000,"Range of Values"
DS1TCALC,.,"Missing"
DS1TPHOS,0.02 to 1100,"Range of Values"
DS1TPHOS,.,"Missing"
DS1TMAGN,1 to 1680,"Range of Values"
DS1TMAGN,.,"Missing"
DS1TIRON,0.068 to 500,"Range of Values"
DS1TIRON,.,"Missing"
DS1TZINC,0.18 to 160,"Range of Values"
DS1TZINC,.,"Missing"
DS1TCOPP,0.025 to 30,"Range of Values"
DS1TCOPP,.,"Missing"
DS1TSODI,0.8 to 560,"Range of Values"
DS1TSODI,.,"Missing"
DS1TPOTA,0.1 to 1200,"Range of Values"
DS1TPOTA,.,"Missing"
DS1TSELE,1 to 455,"Range of Values"
DS1TSELE,.,"Missing"
DS1TCAFF,2 to 170,"Range of Values"
DS1TCAFF,.,"Missing"
DS1TIODI,3.75 to 12500,"Range of Values"
DS1TIODI,.,"Missing"
