Column,Variable,Label
DR2HELPD,9,"Friend, Partner, Non Relative"
DR2HELPD,10,"Translator, not a HH member"
DR2HELPD,11,"Child care provider, Caretaker"
DR2HELPD,12,"Other Relative"
DR2HELPD,13,"No one"
DR2HELPD,14,"Other specify"
DR2HELPD,77,"Refused"
DR2HELPD,99,"Don't know"
DR2HELPD,.,"Missing"
DR2TNUMF,0 to 47,"Range of Values"
DR2TNUMF,.,"Missing"
DR2STY,1,"Yes"
DR2STY,2,"No"
DR2STY,9,"Don't know"
DR2STY,.,"Missing"
DR2SKY,1,"Ordinary, sea, seasoned, or other flavored salt"
DR2SKY,2,"Lite salt"
DR2SKY,3,"Salt substitute"
DR2SKY,91,"Other"
DR2SKY,99,"Don't know"
DR2SKY,.,"Missing"
DR2TKCAL,0 to 10591,"Range of Values"
DR2TKCAL,.,"Missing"
DR2TPROT,0 to 474.19,"Range of Values"
DR2TPROT,.,"Missing"
DR2TCARB,0 to 1451.63,"Range of Values"
DR2TCARB,.,"Missing"
DR2TSUGR,0 to 885.28,"Range of Values"
DR2TSUGR,.,"Missing"
DR2TFIBE,0 to 134.8,"Range of Values"
DR2TFIBE,.,"Missing"
DR2TTFAT,0 to 530.22,"Range of Values"
DR2TTFAT,.,"Missing"
DR2TSFAT,0 to 259.21,"Range of Values"
DR2TSFAT,.,"Missing"
DR2TMFAT,0 to 154.194,"Range of Values"
DR2TMFAT,.,"Missing"
DR2TPFAT,0 to 108.069,"Range of Values"
DR2TPFAT,.,"Missing"
DR2TCHOL,0 to 2666,"Range of Values"
DR2TCHOL,.,"Missing"
DR2TATOC,0 to 80.94,"Range of Values"
DR2TATOC,.,"Missing"
DR2TATOA,0 to 70.15,"Range of Values"
DR2TATOA,.,"Missing"
DR2TRET,0 to 9916,"Range of Values"
DR2TRET,.,"Missing"
DR2TVARA,0 to 10155,"Range of Values"
DR2TVARA,.,"Missing"
DR2TACAR,0 to 19991,"Range of Values"
DR2TACAR,.,"Missing"
DR2TBCAR,0 to 57511,"Range of Values"
DR2TBCAR,.,"Missing"
DR2TCRYP,0 to 12162,"Range of Values"
DR2TCRYP,.,"Missing"
DR2TLYCO,0 to 217650,"Range of Values"
DR2TLYCO,.,"Missing"
DR2TLZ,0 to 124303,"Range of Values"
DR2TLZ,.,"Missing"
DR2TVB1,0 to 9.36,"Range of Values"
DR2TVB1,.,"Missing"
DR2TVB2,0 to 17.887,"Range of Values"
DR2TVB2,.,"Missing"
DR2TNIAC,0 to 219.635,"Range of Values"
DR2TNIAC,.,"Missing"
DR2TVB6,0 to 22.764,"Range of Values"
DR2TVB6,.,"Missing"
DR2TFOLA,0 to 3685,"Range of Values"
DR2TFOLA,.,"Missing"
DR2TFA,0 to 3215,"Range of Values"
DR2TFA,.,"Missing"
DR2TFF,0 to 2877,"Range of Values"
DR2TFF,.,"Missing"
DR2TFDFE,0 to 5932,"Range of Values"
DR2TFDFE,.,"Missing"
DR2TCHL,0 to 2321.6,"Range of Values"
DR2TCHL,.,"Missing"
DR2TVB12,0 to 107.04,"Range of Values"
DR2TVB12,.,"Missing"
DR2TB12A,0 to 50.99,"Range of Values"
DR2TB12A,.,"Missing"
DR2TVC,0 to 1051.4,"Range of Values"
DR2TVC,.,"Missing"
DR2TVD,0 to 84.5,"Range of Values"
DR2TVD,.,"Missing"
DR2TVK,0 to 4883,"Range of Values"
DR2TVK,.,"Missing"
DR2TCALC,0 to 11164,"Range of Values"
DR2TCALC,.,"Missing"
DR2TPHOS,0 to 9750,"Range of Values"
DR2TPHOS,.,"Missing"
DR2TMAGN,0 to 1912,"Range of Values"
DR2TMAGN,.,"Missing"
DR2TIRON,0 to 124.81,"Range of Values"
DR2TIRON,.,"Missing"
DR2TZINC,0 to 91.26,"Range of Values"
DR2TZINC,.,"Missing"
DR2TCOPP,0 to 19.297,"Range of Values"
DR2TCOPP,.,"Missing"
DR2TSODI,0 to 20683,"Range of Values"
DR2TSODI,.,"Missing"
DR2TPOTA,0 to 19663,"Range of Values"
DR2TPOTA,.,"Missing"
DR2TSELE,0 to 711.9,"Range of Values"
DR2TSELE,.,"Missing"
DR2TCAFF,0 to 1740,"Range of Values"
DR2TCAFF,.,"Missing"
DR2TTHEO,0 to 1073,"Range of Values"
DR2TTHEO,.,"Missing"
DR2TALCO,0 to 405.5,"Range of Values"
DR2TALCO,.,"Missing"
DR2TMOIS,0 to 15829.6,"Range of Values"
DR2TMOIS,.,"Missing"
DR2TS040,0 to 10.089,"Range of Values"
DR2TS040,.,"Missing"
DR2TS060,0 to 3.999,"Range of Values"
DR2TS060,.,"Missing"
DR2TS080,0 to 17.367,"Range of Values"
DR2TS080,.,"Missing"
DR2TS100,0 to 9.632,"Range of Values"
DR2TS100,.,"Missing"
DR2TS120,0 to 28.238,"Range of Values"
DR2TS120,.,"Missing"
DR2TS140,0 to 38.119,"Range of Values"
DR2TS140,.,"Missing"
DR2TS160,0 to 118.472,"Range of Values"
DR2TS160,.,"Missing"
DR2TS180,0 to 55.252,"Range of Values"
DR2TS180,.,"Missing"
DR2TM161,0 to 17.106,"Range of Values"
DR2TM161,.,"Missing"
DR2TM181,0 to 146.916,"Range of Values"
DR2TM181,.,"Missing"
DR2TM201,0 to 5.397,"Range of Values"
DR2TM201,.,"Missing"
DR2TM221,0 to 6.207,"Range of Values"
DR2TM221,.,"Missing"
DR2TP182,0 to 104.275,"Range of Values"
DR2TP182,.,"Missing"
DR2TP183,0 to 24.209,"Range of Values"
DR2TP183,.,"Missing"
DR2TP184,0 to 0.471,"Range of Values"
DR2TP184,.,"Missing"
DR2TP204,0 to 1.239,"Range of Values"
DR2TP204,.,"Missing"
DR2TP205,0 to 1.585,"Range of Values"
DR2TP205,.,"Missing"
DR2TP225,0 to 1.087,"Range of Values"
DR2TP225,.,"Missing"
DR2TP226,0 to 4.328,"Range of Values"
DR2TP226,.,"Missing"
DR2_300,1,"Much more than usual"
DR2_300,2,"Usual"
DR2_300,3,"Much less than usual"
DR2_300,7,"Refused"
DR2_300,9,"Don't know"
DR2_300,.,"Missing"
DR2_320Z,0 to 11520,"Range of Values"
DR2_320Z,.,"Missing"
DR2_330Z,0 to 11520,"Range of Values"
DR2_330Z,.,"Missing"
DR2BWATZ,0 to 8160,"Range of Values"
DR2BWATZ,.,"Missing"
DR2TWS,1,"Community supply"
DR2TWS,2,"Well or rain cistern"
DR2TWS,3,"Spring"
DR2TWS,4,"Don't drink tap water"
DR2TWS,91,"Other"
DR2TWS,99,"Don't know"
DR2TWS,.,"Missing"
